CODE;CITY;COUNTRY;LAT;LON
PED;PARDUBICE;CZECH REPUBLIC;50.013;15.74
BYU;BAYREUTH;GERMANY;49.984;11.64
SPM;SPANGDAHLEM;GERMANY;49.973;6.69
N/A;ALBERT;FRANCE;49.971;44744.00
N/A;MAINZ;GERMANY;49.969;8.15
N/A;EGELSBACH;GERMANY;49.961;8.64
HHN;HAHN;GERMANY;49.950;7.26
N/A;CASLAV;CZECH REPUBLIC;49.939;15.38
N/A;BAMBERG;GERMANY;49.920;10.91
N/A;BERTRIX;BELGIUM;49.887;5.23
N/A;AMIENS;FRANCE;49.871;2.39
N/A;PERONNE;FRANCE;49.869;3.03
N/A;ROSENTHAL;GERMANY;49.863;11.79
ZQF;TRIER;GERMANY;49.863;6.79
LWO;LVOV;RUSSIA;49.813;23.96
N/A;BURG FEUERSTEIN;GERMANY;49.794;11.13
N/A;CHARLEVILLE;FRANCE;49.784;4.65
N/A;ST.-SIMON;FRANCE;49.758;3.21
N/A;KITZINGEN;GERMANY;49.743;10.20
N/A;PRIBRAM;CZECH REPUBLIC;49.719;14.10
N/A;GRAFENWOEHR;GERMANY;49.699;11.94
OSR;OSTRAVA;CZECH REPUBLIC;49.696;18.11
N/A;CHOTEBOR;CZECH REPUBLIC;49.684;15.68
N/A;LINE;CZECH REPUBLIC;49.675;13.27
GHF;GIEBELSTADT;GERMANY;49.648;9.97
N/A;VILSECK;GERMANY;49.634;11.77
LUX;LUXEMBURG;LUXEMBURG;49.626;6.21
N/A;WORMS;GERMANY;49.606;8.37
N/A;COLEMAN;GERMANY;49.563;8.46
NUE;NUERNBERG;GERMANY;49.499;11.08
MHG;MANNHEIM;GERMANY;49.473;8.51
BVA;BEAUVAIS;FRANCE;49.454;2.11
RMS;RAMSTEIN;GERMANY;49.438;7.60
PRV;PREROV;CZECH REPUBLIC;49.426;17.41
QHD;HEIDELBERG;GERMANY;49.393;8.65
N/A;NIEDERSTETTEN;GERMANY;49.392;9.96
URO;ROUEN;FRANCE;49.384;1.18
N/A;KHARKOV;RUSSIA;49.359;26.93
RHE;REIMS;FRANCE;49.310;44685.00
ZQC;SPEYER;GERMANY;49.302;8.45
CSF;CREIL;FRANCE;49.253;2.52
N/A;SOBESLAV;CZECH REPUBLIC;49.245;14.71
N/A;ZILINA;SLOVAKIA;49.232;18.61
N/A;ETAIN;FRANCE;49.227;5.67
N/A;ROTH;GERMANY;49.218;11.10
N/A;HOHENFELS;GERMANY;49.218;11.84
SCN;SAARBRUECKEN;GERMANY;49.214;7.11
N/A;ZWEIBRUECKEN;GERMANY;49.209;7.40
HLD;HAILAR;CHINA;49.205;119.83
N/A;NAMEST;CZECH REPUBLIC;49.166;16.13
BRQ;TURANY;CZECH REPUBLIC;49.151;16.69
N/A;VERDUN;FRANCE;49.122;5.47
N/A;SCHWAEBISCH HALL;GERMANY;49.118;9.78
POX;PONTOISE;FRANCE;49.096;2.04
TAT;POPRAD;SLOVAKIA;49.073;20.24
MZM;METZ;FRANCE;49.072;6.13
CDG;PARIS;FRANCE;49.013;20121.00
N/A;KARLSRUHE;GERMANY;48.982;8.33
ETZ;METZ;FRANCE;48.982;6.25
LBG;PARIS;FRANCE;48.969;2.44
N/A;CESKE BUDEJOVICE;CZECH REPUBLIC;48.946;14.43
N/A;STRAUBING;GERMANY;48.901;12.52
N/A;TRENCIN;SLOVAKIA;48.865;17.99
N/A;COULOMMIERS;FRANCE;48.838;3.02
N/A;HAGUENAU;FRANCE;48.793;7.82
ZCC;BADEN-BADEN;GERMANY;48.791;8.19
VOG;VOLGOGRAD;RUSSIA;48.782;44.35
N/A;TOUL;FRANCE;48.780;35916.00
N/A;AALEN-HEIDENHEIM;GERMANY;48.778;10.26
N/A;CHALONS;FRANCE;48.776;4.18
N/A;PHALSBOURG;FRANCE;48.766;44599.00
TNF;TOUSSOUS-LE-NOBLE;FRANCE;48.752;2.11
ORY;PARIS;FRANCE;48.725;2.36
N/A;INGOLSTADT;GERMANY;48.716;11.53
N/A;NEUBURG;GERMANY;48.711;11.21
ENC;NANCY;FRANCE;48.692;45078.00
STR;STUTTGART;GERMANY;48.690;9.22
KSC;KOSICE;SLOVAKIA;48.663;21.24
SLD;SLIAC;SLOVAKIA;48.638;19.13
N/A;VILSHOFEN;GERMANY;48.636;13.20
N/A;ST.-DIZIER;FRANCE;48.636;4.90
PZY;PIESTANY;SLOVAKIA;48.625;17.83
N/A;MELUN;FRANCE;48.605;2.67
N/A;BRETIGNY-SUR-ORGE;FRANCE;48.597;2.33
N/A;LUNEVILLE;FRANCE;48.597;6.55
N/A;NANGIS;FRANCE;48.594;3.01
N/A;NANCY;FRANCE;48.583;5.96
KHV;KHABAROVSK;RUSSIA;48.528;135.19
N/A;BRIENNE-LE CHATEAU;FRANCE;48.430;4.48
AGB;AUGSBURG;GERMANY;48.425;10.93
N/A;MALACKY;SLOVAKIA;48.402;17.12
N/A;EGGENFELDEN;GERMANY;48.396;12.72
DNK;DNEPROPETROVSK;RUSSIA;48.357;35.10
MUC;MUNICH;GERMANY;48.354;11.79
EPL;EPINAL;FRANCE;48.325;44748.00
QYR;TROYES;FRANCE;48.323;4.02
N/A;ERDING;GERMANY;48.322;11.95
N/A;LANGENLEBARN;AUSTRIA;48.321;16.11
N/A;CHERNOVTSK;RUSSIA;48.260;25.98
LNZ;LINZ;AUSTRIA;48.233;14.18
N/A;LINZ;AUSTRIA;48.233;14.19
N/A;LAUPHEIM;GERMANY;48.220;33482.00
N/A;LECHFELD;GERMANY;48.186;10.86
N/A;WELS;AUSTRIA;48.183;14.04
BTS;BRATISLAVA;SLOVAKIA;48.170;17.21
N/A;BIBERACH;GERMANY;48.111;9.76
N/A;DAMBLAIN;FRANCE;48.085;5.67
OBF;OBERPFAFFENHOFEN;GERMANY;48.081;11.28
N/A;LANDSBERG;GERMANY;48.071;10.91
N/A;MENGEN;GERMANY;48.054;9.37
N/A;FREIBURG;GERMANY;48.020;7.83
N/A;VIENNA;AUSTRIA;48.000;44697.00
N/A;JOIGNY;FRANCE;47.992;3.39
N/A;MEMMINGEN;GERMANY;47.989;10.24
ORE;ORLEANS;FRANCE;47.988;1.76
N/A;NYIRREGYHAZA;HUNGARY;47.984;21.69
ZQL;DONAUESCHINGEN;GERMANY;47.973;8.52
N/A;COLMAR;FRANCE;47.922;7.40
N/A;ORLEANS;FRANCE;47.897;2.16
N/A;LEUTKIRCH;GERMANY;47.859;10.01
AUF;AUXERRE;FRANCE;47.850;3.50
N/A;SALTSY;MOLDOVA;47.838;27.78
SZG;SALZBURG;AUSTRIA;47.793;13.00
N/A;LUXEUIL;FRANCE;47.783;6.36
DZH;DZHEZKAZGAN;RUSSIA;47.708;67.73
N/A;LURE;FRANCE;47.704;6.55
SUJ;SATU MARE;ROMANIA;47.703;22.89
SCV;SUCEAVA;ROMANIA;47.688;26.35
FDH;FRIEDRICHSHAFEN;GERMANY;47.671;9.51
N/A;VESOUL-FROTEY;FRANCE;47.638;6.20
MLH;MULHOUSE;FRANCE;47.589;19541.00
N/A;GODOLLO;HUNGARY;47.571;19.34
DEB;DEBRECEN;HUNGARY;47.489;21.62
N/A;MONTBELIARD;FRANCE;47.487;6.79
ACH;ALTENRHEIN;SWITZERLAND;47.485;9.56
ZRH;ZURICH;SWITZERLAND;47.465;8.55
BUD;BUDAPEST;HUNGARY;47.437;19.26
N/A;DUBENDORF;SWITZERLAND;47.399;8.65
N/A;ZURICH;SWITZERLAND;47.383;8.57
N/A;PAPA;HUNGARY;47.364;17.50
N/A;TOKOL;HUNGARY;47.345;18.98
N/A;BROYE-LES-PESMES;FRANCE;47.335;5.51
DIJ;DIJON;FRANCE;47.269;44809.00
INN;INNSBRUCK;AUSTRIA;47.260;11.34
ROV;ROSTOV;RUSSIA;47.258;39.82
N/A;ZELTWEG;AUSTRIA;47.203;14.74
N/A;GRENCHEN;SWITZERLAND;47.181;7.42
N/A;SZOLNOK;HUNGARY;47.123;20.24
N/A;EMMEN;SWITZERLAND;47.092;8.31
N/A;LES EPLATURES;SWITZERLAND;47.084;6.79
N/A;AZENTKILYSZABADJA;HUNGARY;47.078;17.97
BOU;BOURGES;FRANCE;47.058;13547.00
N/A;AVORD;FRANCE;47.053;2.63
DLE;DOLE;FRANCE;47.039;5.43
OMR;ORADEA;ROMANIA;47.025;21.90
N/A;BEAUNE;FRANCE;47.006;4.89
NVS;NEVERS;FRANCE;47.001;3.11
GRZ;GRAZ;AUSTRIA;47.000;15.43
N/A;GRAZ;AUSTRIA;46.991;15.44
N/A;BUOCHS;SWITZERLAND;46.975;8.40
N/A;AUTUN;FRANCE;46.966;46113.00
N/A;ALPNACH;SWITZERLAND;46.944;8.28
KIV;KICHINAU FIR/ACC/COM;MOLDOVA;46.928;28.93
N/A;KECSKEMET;HUNGARY;46.917;19.75
BRN;BERN;SWITZERLAND;46.914;7.50
N/A;PONTARLIER;FRANCE;46.904;6.33
N/A;BALKHASH;RUSSIA;46.894;75.01
UUS;YUZHNO-SAKHALINSK;RUSSIA;46.889;142.72
CHR;CHATEAUROUX;FRANCE;46.862;1.73
N/A;SIOFOK;HUNGARY;46.858;18.10
N/A;PAYERNE;SWITZERLAND;46.843;6.92
N/A;JIAMUSI;CHINA;46.843;130.47
XCD;CHALON;FRANCE;46.826;4.82
CLJ;CLUJ-NAPOCA;ROMANIA;46.785;23.69
N/A;MEIRINGEN;SWITZERLAND;46.743;44873.00
N/A;SARMELLEK;HUNGARY;46.686;17.16
N/A;INTERLAKEN;SWITZERLAND;46.676;7.88
KLU;KLAGENFURT;AUSTRIA;46.650;14.33
N/A;KLAGENFURT;AUSTRIA;46.642;14.34
N/A;ZURICH AREA;SWITZERLAND;46.614;7.68
SMV;SAMEDAN;SWITZERLAND;46.532;9.88
N/A;ULRICHEN;SWITZERLAND;46.501;8.30
N/A;SAANEN;SWITZERLAND;46.488;7.25
MBX;MARIBOR;SLOVENIA;46.480;15.69
N/A;SLOVENJ GRADEC;SLOVENIA;46.472;15.12
TGM;TIRGU MURES;ROMANIA;46.468;24.41
BZO;BOLZANO;ITALY;46.461;11.33
ODS;ODESSA;RUSSIA;46.427;30.68
N/A;ST.-YAN;FRANCE;46.413;4.01
N/A;TASZAR;HUNGARY;46.393;17.92
N/A;KAPOSVAR;HUNGARY;46.389;17.73
MCU;MONTLUCON;FRANCE;46.352;20852.00
N/A;OCSENY;HUNGARY;46.304;18.77
N/A;TURTMANN;SWITZERLAND;46.304;7.71
N/A;RARON;SWITZERLAND;46.304;7.82
N/A;VARAZDIN;CROATIA;46.295;16.38
QNX;MACON;FRANCE;46.295;4.80
ASF;ASTRAKHAN;RUSSIA;46.283;48.01
GVA;GENEVA;SWITZERLAND;46.238;6.11
MCU;MONTLUCON-GUERET;FRANCE;46.224;2.36
LJU;LJUBLIANA;SLOVENIA;46.224;14.46
SIR;SION;SWITZERLAND;46.219;7.33
XBK;BOURG;FRANCE;46.201;5.29
QNJ;ANNEMASSE;FRANCE;46.192;6.27
ARW;ARAD;ROMANIA;46.176;21.26
VHY;VICHY;FRANCE;46.169;3.40
RNE;ROANNE;FRANCE;46.058;4.00
AVB;AVIANO;ITALY;46.032;12.60
LUG;LUGANO;SWITZERLAND;46.004;8.91
N/A;AMBERIEU;FRANCE;45.987;5.33
N/A;RIVOLTO;ITALY;45.981;13.05
NCY;ANNECY;FRANCE;45.929;6.10
XVF;VILEFRANCE;FRANCE;45.916;4.64
LIG;LIMOGES;FRANCE;45.863;1.18
TRS;RONCHI DE LEGIONARI;ITALY;45.828;13.47
TSR;TIMISOARA;ROMANIA;45.810;21.34
CFE;CLERMONT FERRAND;FRANCE;45.786;3.17
SBZ;SIBIU;ROMANIA;45.786;24.09
ZAG;ZAGREB;CROATIA;45.743;16.07
N/A;AOSTA;ITALY;45.738;7.37
LYN;LYON;FRANCE;45.728;4.95
LYS;LYON;FRANCE;45.726;5.09
N/A;TREVISO;ITALY;45.684;12.09
BGY;BERGAMO;ITALY;45.674;9.70
TSF;TREVISO;ITALY;45.649;12.20
CMF;CHAMBERY;FRANCE;45.638;32264.00
MXP;MILANO;ITALY;45.631;8.73
VIC;VICENZA;ITALY;45.574;11.53
N/A;CHAMBERY;FRANCE;45.561;5.98
N/A;CEPIN;CROATIA;45.542;18.64
EBU;ST.-ETIENNE;FRANCE;45.540;4.30
N/A;MILANO;ITALY;45.540;9.20
N/A;USSEL;FRANCE;45.535;2.42
N/A;CAMERI;ITALY;45.529;8.67
VCE;VENICE;ITALY;45.505;12.35
POW;PORTOROZ;SLOVENIA;45.473;13.62
N/A;VERONA;ITALY;45.472;10.93
OSI;OSIJEK;CROATIA;45.463;18.81
LIN;MILAN;ITALY;45.445;9.28
N/A;GHEDI;ITALY;45.432;10.27
VBS;MONTICHIARI;ITALY;45.429;10.33
CSB;CARANSEBES;ROMANIA;45.420;22.25
WKJ;WAKKANAI;JAPAN;45.404;141.80
QPA;PADOVA;ITALY;45.396;11.85
VRN;VILLAFRANCA;ITALY;45.396;10.89
N/A;GROBNIK;CROATIA;45.379;14.50
GNB;GRENOBLE;FRANCE;45.363;5.33
RIS;RISHIRI ISLAND;JAPAN;45.242;141.19
TRN;TORINO;ITALY;45.201;7.65
BVE;BRIVE;FRANCE;45.151;1.47
STW;STAVROPOL;RUSSIA;45.109;42.11
N/A;TURIN;ITALY;45.086;7.60
LPY;LE PUY;FRANCE;45.079;3.77
N/A;ST.-FLOUR;FRANCE;45.076;2.99
TCE;TULCEA;ROMANIA;45.062;28.71
SIP;SIMFEROPOL;RUSSIA;45.039;33.98
KRR;KRASNODAR;RUSSIA;45.035;39.17
N/A;BANJA LUKA;BOSNIA-HERCEGOVINA;44.941;17.30
VAF;VALENCE;FRANCE;44.921;35521.00
QPZ;PIACENZA;ITALY;44.913;9.72
PUY;PULA;CROATIA;44.893;13.92
AUR;AURILLAC;FRANCE;44.891;2.42
PMF;PARMA;ITALY;44.824;10.30
BEG;BEOGRAD;YUGOSLAVIA;44.818;20.31
OTP;BUCHAREST;ROMANIA;44.574;26.10
N/A;UDBINA;CROATIA;44.557;15.77
CUF;LEVALDIGI;ITALY;44.546;7.62
OBS;AUBENAS-VALS-LANAS;FRANCE;44.544;4.37
BLQ;BOLOGNA;ITALY;44.534;47423.00
N/A;MUDANJIANG;CHINA;44.524;129.57
BBU;BUCHAREST;ROMANIA;44.503;26.10
MEN;MENDE;FRANCE;44.502;3.53
GOA;GENOA;ITALY;44.412;8.84
RDZ;RODEZ;FRANCE;44.408;2.48
CND;CONSTANTA;ROMANIA;44.362;28.49
N/A;CAHORS;FRANCE;44.351;1.48
CRA;CRAIOVA;ROMANIA;44.318;23.89
MBE;MONBETSU;JAPAN;44.304;143.40
N/A;CERVIA;ITALY;44.224;12.31
FRL;FORLI;ITALY;44.195;44754.00
N/A;CASSAGNES-BEGHONES;FRANCE;44.177;2.52
N/A;ORANGE;FRANCE;44.140;4.87
ZAD;ZADAR;CROATIA;44.108;15.35
N/A;ALES;FRANCE;44.069;4.14
N/A;APT;FRANCE;44.057;5.50
ALL;ALBENGA;ITALY;44.051;8.13
N/A;CARPENTRAS;FRANCE;44.030;5.08
N/A;MONTAUBAN;FRANCE;44.026;1.38
RMI;RIMINI;ITALY;44.020;12.61
N/A;MILLAU;FRANCE;43.990;3.18
LBI;ALBI;FRANCE;43.914;2.11
AVN;AVIGNON;FRANCE;43.907;4.90
URC;URUMQI;CHINA;43.907;87.47
MMB;MEMANBETSU;JAPAN;43.881;144.16
N/A;SHEVCHENKO;RUSSIA;43.860;51.09
SJJ;SARAJEVO;BOSNIA-HERCEGOVINA;43.824;18.33
FLR;FIRENZE;ITALY;43.810;11.21
FNI;NIMES;FRANCE;43.757;4.42
PSA;PISA;ITALY;43.684;10.39
AKJ;ASAHIKAWA;JAPAN;43.671;142.45
NCE;NICE;FRANCE;43.661;7.22
TLS;TOULOUSE;FRANCE;43.629;1.36
N/A;SALON;FRANCE;43.606;5.11
N/A;TOULOUSE;FRANCE;43.586;1.50
SHB;NAKASHIBETSU;JAPAN;43.577;144.96
MPL;MONTPELLIER;FRANCE;43.576;3.96
N/A;TOULOUSE;FRANCE;43.569;1.48
DCM;CASTRES;FRANCE;43.556;2.29
N/A;TOULOUSE;FRANCE;43.546;1.37
CEQ;CANNES;FRANCE;43.542;6.95
SPU;SPLIT;CROATIA;43.539;16.30
N/A;ISTRES;FRANCE;43.523;4.92
QXB;AIX-LES-MILLES;FRANCE;43.505;5.37
LRH;LA ROCHELLE;FRANCE;43.449;1.26
AER;SOCHI;RUSSIA;43.446;39.95
MRS;MARSEILLE;FRANCE;43.436;5.21
VVO;VLADIVOSTOK;RUSSIA;43.399;132.15
N/A;LE LUC;FRANCE;43.384;6.39
BZR;BEZIERS;FRANCE;43.324;3.36
OMO;MOSTAR;BOSNIA-HERCEGOVINA;43.283;17.85
SAY;SIENA;ITALY;43.257;11.25
CTT;LE CASTELLET;FRANCE;43.252;5.79
N/A;CUERS;FRANCE;43.248;6.13
VAR;VARNA;BULGARIA;43.232;27.83
CCF;CARCASSONNE;FRANCE;43.216;2.31
N/A;LEZIGNAN-CORBIERES;FRANCE;43.176;2.73
GOZ;GORNA ORECHOVICA;BULGARIA;43.151;25.71
TLN;HYERES;FRANCE;43.097;6.15
PEG;PERUGIA;ITALY;43.096;12.51
N/A;PAMIERS;FRANCE;43.091;1.70
FRU;BISHKEK;RUSSIA;43.062;74.48
N/A;ST.-GIRONS;FRANCE;43.008;1.10
N/A;TOKACHI;JAPAN;42.890;143.16
N/A;YANJI;CHINA;42.882;129.45
SUI;SUKHUMI;GEORGIA;42.858;41.13
MCX;MAKHACHKALA;RUSSIA;42.817;47.65
SPK;CHITOSE;JAPAN;42.794;141.67
CTS;SAPPORO;JAPAN;42.775;141.69
GRS;GROSSETO;ITALY;42.761;11.07
EBA;MARINA DI CAMPO;ITALY;42.760;10.24
PGF;PERPIGNAN;FRANCE;42.740;2.87
OBO;OBIHIRO;JAPAN;42.733;143.22
SOF;SOFIA;BULGARIA;42.695;23.41
PRN;PRISTINA;YUGOSLAVIA;42.573;21.04
BOJ;BOURGAS;BULGARIA;42.569;27.51
DBV;DUBROVNIK;CROATIA;42.561;18.27
BIA;BASTIA;CORSE ISL.;42.554;9.48
CLY;CALVI;CORSE ISL.;42.531;8.79
NCU;NUKUS;RUSSIA;42.486;59.62
PSR;PESCARA;ITALY;42.431;14.18
N/A;VITERBO;ITALY;42.430;12.06
TIV;TIVAT;YUGOSLAVIA;42.404;18.72
N/A;STARA ZAGORA;BULGARIA;42.377;25.66
TGD;PODGORICA;YUGOSLAVIA;42.359;19.25
LEU;SEO DE URGEL;SPAIN;42.339;1.41
N/A;CORTE;FRANCE;42.294;9.19
PDV;PLOVDIV;BULGARIA;42.068;24.85
N/A;NINIOP;TURKEY;42.019;35.08
N/A;GUIDONIA;ITALY;41.990;12.74
SKP;SKOPJE;FORMER MACEDONIA;41.961;21.62
N/A;ROME;ITALY;41.952;12.50
AJA;AJACCIO;CORSE ISL.;41.924;8.80
SOZ;SOLENZARA;CORSE ISL.;41.924;9.41
GRO;GERONA;SPAIN;41.901;27791.00
FCO;ROME;ITALY;41.813;12.25
CIA;ROME;ITALY;41.799;12.60
HKD;HAKODATE;JAPAN;41.770;140.82
TBS;TBILISI;GEORGIA;41.669;44.96
N/A;PROPRIANO;FRANCE;41.663;32721.00
N/A;PRATICA DI MARE;ITALY;41.654;12.44
QLT;LATINA;ITALY;41.542;12.91
N/A;AMENDOLA;ITALY;41.539;15.71
FSC;FIGARI;CORSE ISL.;41.501;9.10
TIA;TIRANA;ALBANIA;41.415;19.72
N/A;KASTAMONU;TURKEY;41.314;33.80
BCN;BARCELONA;SPAIN;41.297;2.08
SSX;SAMSUN;TURKEY;41.276;36.30
TAS;TASHKENT;UZBEKISTAN;41.257;69.28
N/A;EREGLI;TURKEY;41.254;31.42
OHD;OHRID;FORMER MACEDONIA;41.180;20.74
REU;REUS;SPAIN;41.147;1.17
BRI;BARI;ITALY;41.138;16.76
N/A;CORLU;TURKEY;41.138;27.92
N/A;GRAZZANISE;ITALY;41.061;14.08
N/A;ISTANBUL;TURKEY;40.993;29.22
IST;ISTANBUL;TURKEY;40.977;28.82
N/A;KAVALA;GREECE;40.972;24.34
KVA;KAVALA;GREECE;40.913;24.62
OLB;OLBIA;ITALY;40.899;9.52
NAP;NAPLES;ITALY;40.886;14.29
AXD;ALEXANDROUPOLIS;GREECE;40.856;25.96
N/A;HUHHOT;CHINA;40.853;111.82
MZH;MERZIFON;TURKEY;40.829;35.52
N/A;GIOIA DEL COLLE;ITALY;40.768;16.93
N/A;TOPEL;TURKEY;40.735;30.08
AOJ;AOMORI;JAPAN;40.734;140.69
MSJ;MISAWA;JAPAN;40.703;141.37
N/A;YALOVA;TURKEY;40.683;29.38
BDS;BRINDISI;ITALY;40.657;17.95
N/A;ALEXANDRIA;GREECE;40.651;22.49
AHO;ALGHERO;ITALY;40.632;8.29
